Id,cycleName,distinctLanes,Radius,GridLength,Type,iterations,PhotonsDetected,cycleType,lanes,Photons,Milliseconds,PercentageTime,Percent
66,"[14,9]",6,19.534999999999986,10,B,10000,11600,SEXO,9,0,97,0.0097,0
66,"[14,9]",6,19.534999999999986,10,B,10000,11600,SEXO,10,1000,1098,0.1098,0.08620689655172414
66,"[14,9]",6,19.534999999999986,10,B,10000,11600,SEXO,11,1900,1788,0.1788,0.16379310344827586
66,"[14,9]",6,19.534999999999986,10,B,10000,11600,SEXO,12,4100,3443,0.3443,0.35344827586206895
66,"[14,9]",6,19.534999999999986,10,B,10000,11600,SEXO,13,3900,3061,0.3061,0.33620689655172414
66,"[14,9]",6,19.534999999999986,10,B,10000,11600,SEXO,14,700,513,0.0513,0.0603448275862069
67,"[14,9]",6,19.833999999999985,10,B,10000,12100,SEXO,9,0,10,0.001,0
67,"[14,9]",6,19.833999999999985,10,B,10000,12100,SEXO,10,500,518,0.0518,0.04132231404958678
67,"[14,9]",6,19.833999999999985,10,B,10000,12100,SEXO,11,1800,1727,0.1727,0.1487603305785124
67,"[14,9]",6,19.833999999999985,10,B,10000,12100,SEXO,12,3200,2675,0.2675,0.2644628099173554
67,"[14,9]",6,19.833999999999985,10,B,10000,12100,SEXO,13,4900,3840,0.384,0.4049586776859504
67,"[14,9]",6,19.833999999999985,10,B,10000,12100,SEXO,14,1700,1230,0.123,0.14049586776859505
68,"[14,10]",5,20.132999999999985,10,B,10000,12500,PENT,10,0,2,0.0002,0
68,"[14,10]",5,20.132999999999985,10,B,10000,12500,PENT,11,1600,1499,0.1499,0.128
68,"[14,10]",5,20.132999999999985,10,B,10000,12500,PENT,12,2200,1878,0.1878,0.176
68,"[14,10]",5,20.132999999999985,10,B,10000,12500,PENT,13,5600,4361,0.4361,0.448
68,"[14,10]",5,20.132999999999985,10,B,10000,12500,PENT,14,3100,2260,0.226,0.248
69,"[14,11]",4,20.431999999999984,10,B,10000,12900,QUAD,11,700,667,0.0667,0.05426356589147287
69,"[14,11]",4,20.431999999999984,10,B,10000,12900,QUAD,12,1600,1366,0.1366,0.12403100775193798
69,"[14,11]",4,20.431999999999984,10,B,10000,12900,QUAD,13,5300,4151,0.4151,0.4108527131782946
69,"[14,11]",4,20.431999999999984,10,B,10000,12900,QUAD,14,5300,3816,0.3816,0.4108527131782946
70,"[16,11]",6,20.730999999999984,10,B,10000,13200,SEXO,11,100,149,0.0149,0.007575757575757576
70,"[16,11]",6,20.730999999999984,10,B,10000,13200,SEXO,12,1000,878,0.0878,0.07575757575757576
70,"[16,11]",6,20.730999999999984,10,B,10000,13200,SEXO,13,4000,3142,0.3142,0.30303030303030304
70,"[16,11]",6,20.730999999999984,10,B,10000,13200,SEXO,14,7800,5593,0.5593,0.5909090909090909
70,"[16,11]",6,20.730999999999984,10,B,10000,13200,SEXO,15,300,215,0.0215,0.022727272727272728
70,"[16,11]",6,20.730999999999984,10,B,10000,13200,SEXO,16,0,23,0.0023,0
71,"[16,12]",5,21.029999999999983,10,B,10000,13700,PENT,12,200,189,0.0189,0.014598540145985401
71,"[16,12]",5,21.029999999999983,10,B,10000,13700,PENT,13,3100,2418,0.2418,0.22627737226277372
71,"[16,12]",5,21.029999999999983,10,B,10000,13700,PENT,14,8300,5940,0.594,0.6058394160583942
71,"[16,12]",5,21.029999999999983,10,B,10000,13700,PENT,15,1700,1179,0.1179,0.12408759124087591
71,"[16,12]",5,21.029999999999983,10,B,10000,13700,PENT,16,400,274,0.0274,0.029197080291970802
72,"[16,13]",4,21.328999999999983,10,B,10000,14100,QUAD,13,1100,848,0.0848,0.07801418439716312
72,"[16,13]",4,21.328999999999983,10,B,10000,14100,QUAD,14,8500,6116,0.6116,0.6028368794326241
72,"[16,13]",4,21.328999999999983,10,B,10000,14100,QUAD,15,3400,2288,0.2288,0.24113475177304963
72,"[16,13]",4,21.328999999999983,10,B,10000,14100,QUAD,16,1100,748,0.0748,0.07801418439716312
73,"[16,13]",4,21.627999999999982,10,B,10000,14400,QUAD,13,200,198,0.0198,0.013888888888888888
73,"[16,13]",4,21.627999999999982,10,B,10000,14400,QUAD,14,6200,4473,0.4473,0.4305555555555556
73,"[16,13]",4,21.627999999999982,10,B,10000,14400,QUAD,15,5200,3531,0.3531,0.3611111111111111
73,"[16,13]",4,21.627999999999982,10,B,10000,14400,QUAD,16,2800,1798,0.1798,0.19444444444444445
74,"[17,13]",5,21.926999999999982,10,B,10000,14900,PENT,13,0,52,0.0052,0
74,"[17,13]",5,21.926999999999982,10,B,10000,14900,PENT,14,3800,2779,0.2779,0.2550335570469799
74,"[17,13]",5,21.926999999999982,10,B,10000,14900,PENT,15,5200,3473,0.3473,0.348993288590604
74,"[17,13]",5,21.926999999999982,10,B,10000,14900,PENT,16,5500,3439,0.3439,0.3691275167785235
74,"[17,13]",5,21.926999999999982,10,B,10000,14900,PENT,17,400,257,0.0257,0.026845637583892617
75,"[17,13]",5,22.22599999999998,10,B,10000,15400,PENT,13,0,9,0.0009,0
75,"[17,13]",5,22.22599999999998,10,B,10000,15400,PENT,14,2000,1460,0.146,0.12987012987012986
75,"[17,13]",5,22.22599999999998,10,B,10000,15400,PENT,15,4600,3091,0.3091,0.2987012987012987
75,"[17,13]",5,22.22599999999998,10,B,10000,15400,PENT,16,6700,4191,0.4191,0.43506493506493504
75,"[17,13]",5,22.22599999999998,10,B,10000,15400,PENT,17,2100,1249,0.1249,0.13636363636363635
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,14,700,562,0.0562,0.04487179487179487
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,15,3400,2331,0.2331,0.21794871794871795
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,16,7300,4569,0.4569,0.46794871794871795
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,17,3500,2092,0.2092,0.22435897435897437
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,18,700,418,0.0418,0.04487179487179487
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,19,0,15,0.0015,0
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,20,0,1,0.0001,0
76,"[21,14]",8,22.52499999999998,10,B,10000,15600,OTHER,21,0,12,0.0012,0
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,14,100,122,0.0122,0.006289308176100629
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,15,2100,1451,0.1451,0.1320754716981132
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,16,8000,5046,0.5046,0.5031446540880503
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,17,3100,1840,0.184,0.1949685534591195
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,18,2300,1317,0.1317,0.14465408805031446
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,19,200,135,0.0135,0.012578616352201259
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,20,0,27,0.0027,0
77,"[21,14]",8,22.82399999999998,10,B,10000,15900,OTHER,21,100,62,0.0062,0.006289308176100629
78,"[21,15]",7,23.12299999999998,10,B,10000,16600,SEPT,15,800,545,0.0545,0.04819277108433735
78,"[21,15]",7,23.12299999999998,10,B,10000,16600,SEPT,16,7400,4646,0.4646,0.4457831325301205
78,"[21,15]",7,23.12299999999998,10,B,10000,16600,SEPT,17,3700,2186,0.2186,0.22289156626506024
78,"[21,15]",7,23.12299999999998,10,B,10000,16600,SEPT,18,3500,1983,0.1983,0.21084337349397592
78,"[21,15]",7,23.12299999999998,10,B,10000,16600,SEPT,19,700,381,0.0381,0.04216867469879518
78,"[21,15]",7,23.12299999999998,10,B,10000,16600,SEPT,20,100,57,0.0057,0.006024096385542169
78,"[21,15]",7,23.12299999999998,10,B,10000,16600,SEPT,21,400,202,0.0202,0.024096385542168676
79,"[21,15]",7,23.42199999999998,10,B,10000,16800,SEPT,15,0,57,0.0057,0
79,"[21,15]",7,23.42199999999998,10,B,10000,16800,SEPT,16,5500,3499,0.3499,0.3273809523809524
79,"[21,15]",7,23.42199999999998,10,B,10000,16800,SEPT,17,4100,2451,0.2451,0.24404761904761904
79,"[21,15]",7,23.42199999999998,10,B,10000,16800,SEPT,18,5100,2836,0.2836,0.30357142857142855
79,"[21,15]",7,23.42199999999998,10,B,10000,16800,SEPT,19,1200,643,0.0643,0.07142857142857142
79,"[21,15]",7,23.42199999999998,10,B,10000,16800,SEPT,20,200,142,0.0142,0.011904761904761904
79,"[21,15]",7,23.42199999999998,10,B,10000,16800,SEPT,21,700,372,0.0372,0.041666666666666664
80,"[21,16]",6,23.72099999999998,10,B,10000,17500,SEXO,16,3600,2252,0.2252,0.2057142857142857
80,"[21,16]",6,23.72099999999998,10,B,10000,17500,SEXO,17,3400,2018,0.2018,0.19428571428571428
80,"[21,16]",6,23.72099999999998,10,B,10000,17500,SEXO,18,7000,3890,0.389,0.4
80,"[21,16]",6,23.72099999999998,10,B,10000,17500,SEXO,19,1900,1024,0.1024,0.10857142857142857
80,"[21,16]",6,23.72099999999998,10,B,10000,17500,SEXO,20,300,196,0.0196,0.017142857142857144
80,"[21,16]",6,23.72099999999998,10,B,10000,17500,SEXO,21,1300,620,0.062,0.07428571428571429
81,"[21,16]",6,24.01999999999998,10,B,10000,17800,SEXO,16,2200,1425,0.1425,0.12359550561797752
81,"[21,16]",6,24.01999999999998,10,B,10000,17800,SEXO,17,1800,1109,0.1109,0.10112359550561797
81,"[21,16]",6,24.01999999999998,10,B,10000,17800,SEXO,18,8100,4521,0.4521,0.4550561797752809
81,"[21,16]",6,24.01999999999998,10,B,10000,17800,SEXO,19,3200,1717,0.1717,0.1797752808988764
81,"[21,16]",6,24.01999999999998,10,B,10000,17800,SEXO,20,600,321,0.0321,0.033707865168539325
81,"[21,16]",6,24.01999999999998,10,B,10000,17800,SEXO,21,1900,907,0.0907,0.10674157303370786
82,"[21,16]",6,24.318999999999978,10,B,10000,18400,SEXO,16,1200,766,0.0766,0.06521739130434782
82,"[21,16]",6,24.318999999999978,10,B,10000,18400,SEXO,17,800,517,0.0517,0.043478260869565216
82,"[21,16]",6,24.318999999999978,10,B,10000,18400,SEXO,18,7000,3896,0.3896,0.3804347826086957
82,"[21,16]",6,24.318999999999978,10,B,10000,18400,SEXO,19,5500,2916,0.2916,0.29891304347826086
82,"[21,16]",6,24.318999999999978,10,B,10000,18400,SEXO,20,1200,605,0.0605,0.06521739130434782
82,"[21,16]",6,24.318999999999978,10,B,10000,18400,SEXO,21,2700,1300,0.13,0.14673913043478262
83,"[21,16]",6,24.617999999999977,10,B,10000,18600,SEXO,16,500,373,0.0373,0.026881720430107527
83,"[21,16]",6,24.617999999999977,10,B,10000,18600,SEXO,17,300,215,0.0215,0.016129032258064516
83,"[21,16]",6,24.617999999999977,10,B,10000,18600,SEXO,18,4800,2704,0.2704,0.25806451612903225
83,"[21,16]",6,24.617999999999977,10,B,10000,18600,SEXO,19,7000,3736,0.3736,0.3763440860215054
83,"[21,16]",6,24.617999999999977,10,B,10000,18600,SEXO,20,2500,1295,0.1295,0.13440860215053763
83,"[21,16]",6,24.617999999999977,10,B,10000,18600,SEXO,21,3500,1677,0.1677,0.1881720430107527
84,"[21,16]",6,24.916999999999977,10,B,10000,19200,SEXO,16,100,110,0.011,0.005208333333333333
84,"[21,16]",6,24.916999999999977,10,B,10000,19200,SEXO,17,0,42,0.0042,0
84,"[21,16]",6,24.916999999999977,10,B,10000,19200,SEXO,18,2000,1148,0.1148,0.10416666666666667
84,"[21,16]",6,24.916999999999977,10,B,10000,19200,SEXO,19,8100,4272,0.4272,0.421875
84,"[21,16]",6,24.916999999999977,10,B,10000,19200,SEXO,20,4500,2259,0.2259,0.234375
84,"[21,16]",6,24.916999999999977,10,B,10000,19200,SEXO,21,4500,2169,0.2169,0.234375
85,"[22,16]",7,25.215999999999976,10,B,10000,19600,SEPT,16,0,24,0.0024,0
85,"[22,16]",7,25.215999999999976,10,B,10000,19600,SEPT,17,0,5,0.0005,0
85,"[22,16]",7,25.215999999999976,10,B,10000,19600,SEPT,18,200,133,0.0133,0.01020408163265306
85,"[22,16]",7,25.215999999999976,10,B,10000,19600,SEPT,19,5500,2943,0.2943,0.28061224489795916
85,"[22,16]",7,25.215999999999976,10,B,10000,19600,SEPT,20,8000,4027,0.4027,0.40816326530612246
85,"[22,16]",7,25.215999999999976,10,B,10000,19600,SEPT,21,5900,2833,0.2833,0.3010204081632653
85,"[22,16]",7,25.215999999999976,10,B,10000,19600,SEPT,22,0,35,0.0035,0
86,"[22,19]",4,25.514999999999976,10,B,10000,20300,QUAD,19,1100,620,0.062,0.054187192118226604
86,"[22,19]",4,25.514999999999976,10,B,10000,20300,QUAD,20,9500,4763,0.4763,0.46798029556650245
86,"[22,19]",4,25.514999999999976,10,B,10000,20300,QUAD,21,8500,4054,0.4054,0.4187192118226601
86,"[22,19]",4,25.514999999999976,10,B,10000,20300,QUAD,22,1200,563,0.0563,0.059113300492610835
87,"[24,20]",5,25.813999999999975,10,B,10000,20600,PENT,20,5400,2743,0.2743,0.2621359223300971
87,"[24,20]",5,25.813999999999975,10,B,10000,20600,PENT,21,10700,5141,0.5141,0.5194174757281553
87,"[24,20]",5,25.813999999999975,10,B,10000,20600,PENT,22,4500,2075,0.2075,0.21844660194174756
87,"[24,20]",5,25.813999999999975,10,B,10000,20600,PENT,23,0,15,0.0015,0
87,"[24,20]",5,25.813999999999975,10,B,10000,20600,PENT,24,0,26,0.0026,0
52,"[24,20]",5,26.112999999999975,10,B,10000,21100,PENT,20,2300,1193,0.1193,0.10900473933649289
52,"[24,20]",5,26.112999999999975,10,B,10000,21100,PENT,21,8900,4260,0.426,0.4218009478672986
52,"[24,20]",5,26.112999999999975,10,B,10000,21100,PENT,22,8700,3981,0.3981,0.41232227488151657
52,"[24,20]",5,26.112999999999975,10,B,10000,21100,PENT,23,800,378,0.0378,0.037914691943127965
52,"[24,20]",5,26.112999999999975,10,B,10000,21100,PENT,24,400,188,0.0188,0.018957345971563982
89,"[24,20]",5,26.411999999999974,10,B,10000,21600,PENT,20,700,391,0.0391,0.032407407407407406
89,"[24,20]",5,26.411999999999974,10,B,10000,21600,PENT,21,5600,2701,0.2701,0.25925925925925924
89,"[24,20]",5,26.411999999999974,10,B,10000,21600,PENT,22,11000,5045,0.5045,0.5092592592592593
89,"[24,20]",5,26.411999999999974,10,B,10000,21600,PENT,23,2500,1096,0.1096,0.11574074074074074
89,"[24,20]",5,26.411999999999974,10,B,10000,21600,PENT,24,1800,767,0.0767,0.08333333333333333
90,"[24,20]",5,26.710999999999974,10,B,10000,22300,PENT,20,100,51,0.0051,0.004484304932735426
90,"[24,20]",5,26.710999999999974,10,B,10000,22300,PENT,21,3000,1434,0.1434,0.13452914798206278
90,"[24,20]",5,26.710999999999974,10,B,10000,22300,PENT,22,10600,4833,0.4833,0.47533632286995514
90,"[24,20]",5,26.710999999999974,10,B,10000,22300,PENT,23,4000,1764,0.1764,0.17937219730941703
90,"[24,20]",5,26.710999999999974,10,B,10000,22300,PENT,24,4600,1918,0.1918,0.2062780269058296
91,"[26,21]",6,27.009999999999973,10,B,10000,22600,SEXO,21,1300,630,0.063,0.05752212389380531
91,"[26,21]",6,27.009999999999973,10,B,10000,22600,SEXO,22,7300,3356,0.3356,0.3230088495575221
91,"[26,21]",6,27.009999999999973,10,B,10000,22600,SEXO,23,5500,2415,0.2415,0.24336283185840707
91,"[26,21]",6,27.009999999999973,10,B,10000,22600,SEXO,24,8100,3397,0.3397,0.3584070796460177
91,"[26,21]",6,27.009999999999973,10,B,10000,22600,SEXO,25,400,193,0.0193,0.017699115044247787
91,"[26,21]",6,27.009999999999973,10,B,10000,22600,SEXO,26,0,9,0.0009,0
92,"[26,21]",6,27.308999999999973,10,B,10000,23100,SEXO,21,700,372,0.0372,0.030303030303030304
92,"[26,21]",6,27.308999999999973,10,B,10000,23100,SEXO,22,4500,2086,0.2086,0.19480519480519481
92,"[26,21]",6,27.308999999999973,10,B,10000,23100,SEXO,23,4600,2007,0.2007,0.19913419913419914
92,"[26,21]",6,27.308999999999973,10,B,10000,23100,SEXO,24,9800,4121,0.4121,0.42424242424242425
92,"[26,21]",6,27.308999999999973,10,B,10000,23100,SEXO,25,3000,1206,0.1206,0.12987012987012986
92,"[26,21]",6,27.308999999999973,10,B,10000,23100,SEXO,26,500,208,0.0208,0.021645021645021644
93,"[26,21]",6,27.607999999999972,10,B,10000,23600,SEXO,21,300,186,0.0186,0.012711864406779662
93,"[26,21]",6,27.607999999999972,10,B,10000,23600,SEXO,22,3200,1457,0.1457,0.13559322033898305
93,"[26,21]",6,27.607999999999972,10,B,10000,23600,SEXO,23,3000,1338,0.1338,0.1271186440677966
93,"[26,21]",6,27.607999999999972,10,B,10000,23600,SEXO,24,8800,3685,0.3685,0.3728813559322034
93,"[26,21]",6,27.607999999999972,10,B,10000,23600,SEXO,25,6000,2429,0.2429,0.2542372881355932
93,"[26,21]",6,27.607999999999972,10,B,10000,23600,SEXO,26,2300,905,0.0905,0.09745762711864407
94,"[27,21]",7,27.90699999999997,10,B,10000,24100,SEPT,21,100,65,0.0065,0.004149377593360996
94,"[27,21]",7,27.90699999999997,10,B,10000,24100,SEPT,22,1900,875,0.0875,0.07883817427385892
94,"[27,21]",7,27.90699999999997,10,B,10000,24100,SEPT,23,2800,1225,0.1225,0.11618257261410789
94,"[27,21]",7,27.90699999999997,10,B,10000,24100,SEPT,24,7100,2993,0.2993,0.2946058091286307
94,"[27,21]",7,27.90699999999997,10,B,10000,24100,SEPT,25,5500,2239,0.2239,0.22821576763485477
94,"[27,21]",7,27.90699999999997,10,B,10000,24100,SEPT,26,6100,2355,0.2355,0.25311203319502074
94,"[27,21]",7,27.90699999999997,10,B,10000,24100,SEPT,27,600,248,0.0248,0.024896265560165973
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,21,0,2,0.0002,0
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,22,500,232,0.0232,0.020242914979757085
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,23,2500,1113,0.1113,0.10121457489878542
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,24,6400,2668,0.2668,0.2591093117408907
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,25,4000,1625,0.1625,0.16194331983805668
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,26,8400,3238,0.3238,0.340080971659919
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,27,2600,993,0.0993,0.10526315789473684
95,"[28,21]",8,28.20599999999997,10,B,10000,24700,OTHER,28,300,129,0.0129,0.012145748987854251
96,"[28,23]",6,28.50499999999997,10,B,10000,25200,SEXO,23,1300,592,0.0592,0.051587301587301584
96,"[28,23]",6,28.50499999999997,10,B,10000,25200,SEXO,24,5300,2238,0.2238,0.21031746031746032
96,"[28,23]",6,28.50499999999997,10,B,10000,25200,SEXO,25,3200,1306,0.1306,0.12698412698412698
96,"[28,23]",6,28.50499999999997,10,B,10000,25200,SEXO,26,8600,3311,0.3311,0.3412698412698413
96,"[28,23]",6,28.50499999999997,10,B,10000,25200,SEXO,27,5100,1915,0.1915,0.20238095238095238
96,"[28,23]",6,28.50499999999997,10,B,10000,25200,SEXO,28,1700,638,0.0638,0.06746031746031746
97,"[28,23]",6,28.80399999999997,10,B,10000,25700,SEXO,23,200,109,0.0109,0.007782101167315175
97,"[28,23]",6,28.80399999999997,10,B,10000,25700,SEXO,24,4400,1865,0.1865,0.17120622568093385
97,"[28,23]",6,28.80399999999997,10,B,10000,25700,SEXO,25,2500,1015,0.1015,0.09727626459143969
97,"[28,23]",6,28.80399999999997,10,B,10000,25700,SEXO,26,8300,3229,0.3229,0.3229571984435798
97,"[28,23]",6,28.80399999999997,10,B,10000,25700,SEXO,27,5700,2116,0.2116,0.22178988326848248
97,"[28,23]",6,28.80399999999997,10,B,10000,25700,SEXO,28,4600,1666,0.1666,0.17898832684824903
98,"[28,24]",5,29.10299999999997,10,B,10000,26400,PENT,24,2000,852,0.0852,0.07575757575757576
98,"[28,24]",5,29.10299999999997,10,B,10000,26400,PENT,25,2500,1027,0.1027,0.0946969696969697
98,"[28,24]",5,29.10299999999997,10,B,10000,26400,PENT,26,7900,3051,0.3051,0.29924242424242425
98,"[28,24]",5,29.10299999999997,10,B,10000,26400,PENT,27,3900,1461,0.1461,0.14772727272727273
98,"[28,24]",5,29.10299999999997,10,B,10000,26400,PENT,28,10100,3609,0.3609,0.38257575757575757
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,24,400,199,0.0199,0.0149812734082397
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,25,1400,561,0.0561,0.052434456928838954
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,26,7400,2884,0.2884,0.27715355805243447
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,27,3200,1191,0.1191,0.1198501872659176
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,28,11800,4236,0.4236,0.4419475655430712
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,29,2400,839,0.0839,0.0898876404494382
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,30,100,66,0.0066,0.003745318352059925
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,31,0,6,0.0006,0
99,"[32,24]",9,29.40199999999997,10,B,10000,26700,OTHER,32,0,18,0.0018,0
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,24,0,1,0.0001,0
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,25,200,82,0.0082,0.007272727272727273
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,26,5300,2041,0.2041,0.19272727272727272
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,27,4400,1640,0.164,0.16
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,28,10400,3730,0.373,0.3781818181818182
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,29,6100,2104,0.2104,0.22181818181818183
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,30,700,263,0.0263,0.025454545454545455
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,31,100,34,0.0034,0.0036363636363636364
88,"[32,24]",9,29.70099999999997,10,B,10000,27500,OTHER,32,300,105,0.0105,0.01090909090909091
101,"[32,26]",7,29.999999999999968,10,B,10000,27900,SEPT,26,1300,530,0.053,0.04659498207885305
101,"[32,26]",7,29.999999999999968,10,B,10000,27900,SEPT,27,4700,1748,0.1748,0.16845878136200718
101,"[32,26]",7,29.999999999999968,10,B,10000,27900,SEPT,28,10200,3661,0.3661,0.3655913978494624
101,"[32,26]",7,29.999999999999968,10,B,10000,27900,SEPT,29,9000,3105,0.3105,0.3225806451612903
101,"[32,26]",7,29.999999999999968,10,B,10000,27900,SEPT,30,1800,618,0.0618,0.06451612903225806
101,"[32,26]",7,29.999999999999968,10,B,10000,27900,SEPT,31,200,93,0.0093,0.007168458781362007
101,"[32,26]",7,29.999999999999968,10,B,10000,27900,SEPT,32,700,245,0.0245,0.025089605734767026
